thread_queue_rank,thread_score,staging_label,recommended_action,coder_packet_hint,run_id,run_in_selected_freeze,channel_niche,channel_id,video_id,video_url,title,published_at,comment_db_id,comment_rank,like_count,reply_count,annotation_count,coder_count,has_disagreement,rule_skepticism,rule_proof_demand,comment_ai_signal,video_ai_signal,historical_skeptic_channel,channel_resolved_n,channel_skepticism_rate,channel_skeptic_or_proof_rate,heuristic_language,low_info_noise,selection_reasons,cleaned_text
74,5.8,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Beauty,UCkvK_5omS-42Ovgah8KRKtg,wv-BbSdZkLo,https://www.youtube.com/watch?v=wv-BbSdZkLo,Psychedelic Circus 🍄 Palette & Collection Reveal! | Jeffree Star Cosmetics,2022-11-06T18:00:08Z,15916,3,1956,95,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,JEFFREE PLEASE DON’T LEAVE US!!! I just saw the end of Shane’s video with you and I’m bawling my eyes out. You saved my life. Your videos were my escape. Please don’t do this. Millions of us adore you. Nothing will ever be the same again 😢
75,5.8,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UCWkYXtnAuu7VTLPwUcRSB6A,iCerBZ8IPEU,https://www.youtube.com/watch?v=iCerBZ8IPEU,KYLIE BABY: Introducing My Kylie Baby Gentle Shampoo and Conditioner,2021-09-23T21:06:49Z,8395,3,975,10,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,Stormi: Mommy my class mates are bullying me :( Kylie: Ok let’s go buy a new school
76,5.8,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCiT9RITQ9PW6BhXK0y2jaeg,w13zJB_jyBI,https://www.youtube.com/watch?v=w13zJB_jyBI,The Harsh Reality of the Data Job Market,2023-08-24T11:30:19Z,14695,2,261,14,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,"As a data scientist in healthcare rather than tech, I remember hearing about all the layoffs broadly, but I never saw them in my own field. Consider applying to hospitals, especially university hospitals."
77,5.797976914382509,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCNU_lfiiWBdtULKOw6X0Dig,I3CWFDgqvq8,https://www.youtube.com/watch?v=I3CWFDgqvq8,End To End Multimodal LLMOPS Project Azure Deployment With Observability And Orchestration Engine,2026-02-09T07:27:37Z,3673,8,2,0,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"Someone asked for timestamps (I'll try, if its not completed, call me back by replying) (No to AI Generated Timestamps) 😅 00:00 Project overview 33:00 Project code starts here."
78,5.797976914382509,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCPjNBjflYl0-HQtUvOx0Ibw,oDl-A2Uez58,https://www.youtube.com/watch?v=oDl-A2Uez58,Inside $180B Co-Founder's AI Agent System,2026-01-26T19:11:00Z,6133,12,2,0,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"This has been my frustration with Ai. We don't need more tools. We just need an AI/LLM interface, you tell it to build an expert domain specific agent that connected to tools, services, your accounts etc and just execute. Today's landscape is, ask LLM, it spits out code or some long ass TL/DR statement. No!!!! I just want you to do it. Here are my taxes do them, upload to the government. done. Create an LLC for me, go register it and tell me when its done. I need to rent a car tomorrow, do it and send me the info. I get all the guardrails and safety concerns, but I personal dont give a shit. I literally give me taxes to some random tax accountant at H&R block. I don't manage billions."
79,5.797976914382509,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwAnu01qlnVg1Ai2AbtTMaA,aH9ctWaxGgQ,https://www.youtube.com/watch?v=aH9ctWaxGgQ,The 5 AI Tools You Need After ChatGPT (that do real work),2026-02-03T13:00:03Z,4847,13,2,0,0,0,0,1,0,1,1,0,26,0.038461538461538464,0.038461538461538464,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"Warning about Wispr Flow, I tried it in Windows and it gave my whole desktop huge lag spikes. Turns out it captures screenshots of your whole desktop and sends it to a server. It send a lot more data to a server then just your voice. Many people online state that it collects to much data then needed. I'm working with Aquavoice now. It's still not 100% GDPR but a lot better when you value data compliance. Also half the price. And there are more safer and cheaper options, specially when you are a Mac user. Also I don't agree with your statement that de dictation button in the major AI tools will make there tools obsolete in the near future. These tools are not only for talking to AI but can be used to type into every app, even within remote desktops like AVD or Citrix. I'm even typing this message without my keyboard."
80,5.781951134896985,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2ojq-nuP8ceeHqiroeKhBA,UGIZnh6HNLc,https://www.youtube.com/watch?v=UGIZnh6HNLc,The EASIEST Way to Host Your Claude Code Agents,2026-02-20T13:22:06Z,4324,17,0,2,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"Great work as always, Nate. I originally started watching your videos because of n8n, and now I’m thoroughly hooked on Claude Code. One thing I’d love to see is how all of this fits within a more constrained enterprise environment, especially one with strict compliance requirements. Is there anything acting as an LLM gateway or firewall (beyond platforms like Apigee, Microsoft Foundry, etc.) that can provide governance and management for workflows built with the WAT framework in Claude Code? For companies, capabilities such as credential and secret management, model usage and cost tracking, and maintaining an approved catalog of tools and agents (an “AI directory”) are extremely important."
81,5.760650378298996,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Beauty,UCdq0b9cF2K7faJqYhG4pqgA,8tpdlIm5-8E,https://www.youtube.com/watch?v=8tpdlIm5-8E,#makeup,2026-01-17T17:40:41Z,13598,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment,This is a fake Chanel btw it’s a fan acc
82,5.760650378298996,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,23,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,I0MFM3EThpQ,https://www.youtube.com/watch?v=I0MFM3EThpQ,Race In A Foam Pit 🚗,2026-01-21T15:00:35Z,26670,6,0,0,1,1,0,1,0,1,0,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,skepticism lexical cue; AI mention in comment; historically skepticism-rich channel,Your AI avatar is the fakest and most annoy8ng one I've seen😢😢 no offense
83,5.747293775868988,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCiq1FIgtEK7LRAOB1JXTPig,rxR83MF6LF0,https://www.youtube.com/watch?v=rxR83MF6LF0,Watch This If You Want to Actually Succeed in 2026 — It Changes Everything,2026-01-26T13:01:39Z,4034,15,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"Marina, Daniel Priestley made a fascinating point about 'algorithmic acceptance' being the factor that lets existing personal brands fly through the 'fog' while new ones get grounded. In a 2026 landscape where AI allows everyone to be 10x more prolific, do you think the platforms will eventually penalize 'AI-remixed' high-volume content to prevent the 'fog' from becoming a complete feed blackout? How do we ensure our 90-day projects don't just contribute to the noise but actually build that parasocial trust he mentioned?"
84,5.740825817337983,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCwSozl89jl2zUDzQ4jGJD3g,I2h9ozrNvyY,https://www.youtube.com/watch?v=I2h9ozrNvyY,12 Amazing Things ChatGPT Can Do That Most People Don't Know,2025-12-26T17:25:53Z,6743,8,0,1,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,Can these work in co-pilot since ChatGPT is the underlying engine? Thanks. Great video
85,5.740825817337983,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCrB7UFnkosBjAhOg3a9NdWw,4Djs42JS2UY,https://www.youtube.com/watch?v=4Djs42JS2UY,"Stop JUST relying on Google search for traffic, do this instead",2024-07-12T13:00:05Z,19773,14,0,1,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"You explain it well, but it's all a kind of ""escape from artificial intelligence"" scenario. It may work for a while, but only models that keep up with artificial intelligence will survive."
86,5.740825817337983,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCYO_jab_esuFRV4b17AJtAw,j5h9dBtWZXM,https://www.youtube.com/watch?v=j5h9dBtWZXM,How AI connects text and images,2025-08-21T18:24:11Z,3415,15,0,1,0,0,0,1,0,1,1,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,And now these vectors are being used to make AI slop.
87,5.733937173438982,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,d19cQkJc8C4,https://www.youtube.com/watch?v=d19cQkJc8C4,Kling 3.0 Changes AI Video Forever!,2026-02-09T18:54:57Z,23676,1,3,0,1,1,0,0,0,1,1,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,Try Kling 3.0 and all top AI video generators on Artlist: https://bit.ly/FreeArtlist
88,5.705932026151536,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCYO_jab_esuFRV4b17AJtAw,KHEtJUlpqcg,https://www.youtube.com/watch?v=KHEtJUlpqcg,LLMs are next-word predictors,2024-11-04T15:24:37Z,18694,2,132,9,0,0,0,1,0,0,0,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,I imagine dreams working the same way. You start with a random scenario and your brain just thinks of which scene is most likely to be next. Sometimes it selects less likely things though and suddenly you’re fighting flying turtles by throwing cheese at them
89,5.69797691438251,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,DzeTZLeeNn0,https://www.youtube.com/watch?v=DzeTZLeeNn0,Grok AI Video Generator Tutorial (48 hour test) #grokimagine,2026-02-05T17:49:37Z,23678,1,2,0,1,1,0,0,0,1,1,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,"And after the 48 hours Seedance overtook the rank again 😅 sorry, but that's AI business as usual."
90,5.69797691438251,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,22,1,Tech,UCGM7A0ps5KuZ7hZidTv26Pg,7eQ2XVBhFxo,https://www.youtube.com/watch?v=7eQ2XVBhFxo,AI Note Taker With NO Bot (Records Invisibly with Radiant AI App),2026-01-26T16:04:08Z,23687,1,2,0,1,1,0,0,0,1,1,1,44,0.13636363636363635,0.13636363636363635,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,What’s your favorite AI Note Taker?
91,5.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,fxx4I4XmNOs,https://www.youtube.com/watch?v=fxx4I4XmNOs,YouTube is taken over by AI content channels and bots? Will AI make it harder for YouTube?,2025-07-02T12:01:31Z,18397,9,0,0,0,0,0,1,0,1,1,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"When you are into crypto, you know this is true. The amount of bots, fake news and fake channels running AI content is massive."
92,5.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,23,1,Tech,UCHLGD4A8GjwGlbxtgo8cvWw,uEiqWUEk3Fo,https://www.youtube.com/watch?v=uEiqWUEk3Fo,“How I Create Talking AI Avatars with Heygen | Image to Video Tutorial”,2025-10-19T01:07:55Z,26732,10,0,0,1,1,0,1,0,1,1,0,26,0.07692307692307693,0.11538461538461539,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"🔥 What do you think about HeyGen AI? Would you use it for your content or business? 👇 Drop your thoughts below — I’m replying to EVERY comment! 💬 Let me know which AI tool you want me to review next! 👉 Don’t forget to like 👍, subscribe 🔔, and share if you found this helpful — it really helps the channel grow! #HeyGenAI #AIVideoTools #ContentCreation"
93,5.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,tw-g6pcMIdk,https://www.youtube.com/watch?v=tw-g6pcMIdk,WOW the world's first 100% AI generated commercial just released (built by Veo3) #ai #veo3,2025-06-13T03:23:49Z,19556,11,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,Nah it’s ai slop
94,5.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,8TbElbTsycc,https://www.youtube.com/watch?v=8TbElbTsycc,"How I made $19,000 in 15 minutes with AI #ai #cursor #chatgpt #entrepreneurship",2025-06-12T02:34:40Z,19571,11,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,"No, you built an audience selling fake AI guru BS to your followers and dropped a junk app to the same gullible morons who gobbled it up."
95,5.660650378298995,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Tech,UCfQNB91qRP_5ILeu_S_bSkg,ogYkla0Qn6A,https://www.youtube.com/watch?v=ogYkla0Qn6A,"Don't listen to the liars, the Rabbit R1 is MIND BLOWING #shorts",2024-05-03T18:13:38Z,19640,13,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in comment,Isn’t it not really AI but just pre written scripts?
96,5.647293775868989,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,b8zc8aTO7BY,https://www.youtube.com/watch?v=b8zc8aTO7BY,AI Wrapped 2025,2025-12-26T15:01:12Z,4756,1,1,0,0,0,0,0,0,1,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in comment; historically skepticism-rich channel,as a Gamer and developer the biggest misconception I have seen is people think that the only application of AI in game dev is generative AI
97,5.6,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCYO_jab_esuFRV4b17AJtAw,Dlsa9EBKDGI,https://www.youtube.com/watch?v=Dlsa9EBKDGI,Where my explanation of Grover’s algorithm failed,2025-05-04T11:45:24Z,3468,8,405,23,0,0,0,1,0,0,1,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; higher engagement,"On Grant's point on ""simultaneous"" actions via linearity, it's worth to emphasize a basis is a *choice*, it should not and does not dictate any underlying physics or physical quantities. In fact, it is this invariance under choice of bases that leads to many important conclusions and discoveries in fields like general relativity and quantum field theory."
98,5.6,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCYO_jab_esuFRV4b17AJtAw,Dlsa9EBKDGI,https://www.youtube.com/watch?v=Dlsa9EBKDGI,Where my explanation of Grover’s algorithm failed,2025-05-04T11:45:24Z,3470,10,307,11,0,0,0,1,0,0,1,0,20,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; AI mention in video metadata; higher engagement,"12:48 aah, so the operator that we're applying onto the state is the quantum translation of the original verifier. This is what was missing for me! This is fundamental to understand the whole idea. Thank you for explaining better."
99,5.540299635537576,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC0Ivl90_ODMVvFuuSyFcVwg,e5oBtKQZ-Oo,https://www.youtube.com/watch?v=e5oBtKQZ-Oo,My Simple Morning Routine🥰 | Morning Routine Vlog Vlog | @AshnoorKaurOfficial ,2026-02-01T12:30:06Z,10408,2,120,1,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,Everything is temporary but ashnoor applying lip balm is permanent 🫣🫣😭🤪👀✨
100,5.5,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,27,0,Tech,@WesRoth,@WesRoth_video_1,https://youtube.com/watch?v=@WesRoth_video_1,Mock video 1,2026-04-02T13:39:54.828101+00:00,33434,7,993,3,1,1,0,0,1,1,0,0,0,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; AI mention in comment; higher engagement,"This was probably made with AI in the eye reflections, but can you show BTS footage before people argue about section 10."
101,5.5,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,WNsSzX0L4Es,https://www.youtube.com/watch?v=WNsSzX0L4Es,NVIDIA’s Insane AI Found The Math Of Reality,2026-02-15T14:41:41Z,12513,1,470,24,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,"So basically the tl;dr as far as I understand is that all the blotches and ghosting we saw with NeRFs and Gaussian Spatting was due to differences in camera exposure, color, etc. between each picture which confused the algorithm. This new technique does a quick color, exposure, and white balance correction to the first image, identifies the ""true colors"" and then applies those to subsequent images before doing 3D reconstruction. Crazy how it took this long for someone to figure this out for NeRFs and Gaussian Spatting considering we knew these types of color/lighting/exposure/focal length, etc. differences between each photo caused big issues for traditional photogrammetry, so a good practice was to normalize the photos first before point-cloud reconstruction."
102,5.5,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,9Mcv9vpGW5Q,https://www.youtube.com/watch?v=9Mcv9vpGW5Q,They Said It Was Impossible… This Simulation Solved It,2026-01-25T08:56:34Z,15087,1,299,23,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,I love the jabs at the private equity sellouts. Really sucks when you see it destroy channels though
103,5.4712637095224945,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UCqcbQf6yw5KzRoDDcZ_wBSw,U3o5cgG105E,https://www.youtube.com/watch?v=U3o5cgG105E,AI Video Just Went TOO FAR... NOT OK!,2026-02-13T02:25:40Z,3077,17,11,0,0,0,0,0,1,1,1,0,3,0.0,0.0,english_or_other_latin,0,proof-demand lexical cue; AI mention in comment,@3:16 - Where is the source of this video? Who originally posted it? Is this song also made from AI as well?
104,5.470050043699139,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UC0Ivl90_ODMVvFuuSyFcVwg,2ajUUT0RRVA,https://www.youtube.com/watch?v=2ajUUT0RRVA,Full podcast coming soon🤍 #bodypositivity #ashnoorkaur #podcast #trending #selflove #bekind #foryou,2026-01-18T15:38:58Z,22271,2,130,0,0,0,0,1,0,0,0,0,0,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,"Ashnoor is doing such a great work spreading body positivity is so much needed in this society where fake beauty standards are being promoted every single day on social media and lakhs of girls are somehow being harsh on themselves to look in a certain way mostly teenage girls , i hope it reaches every single girl who's doubting her appearance and being harsh on herself you don't need to be , just be yourself you're enough!! ❤ Love you Noor"
105,5.40050862028847,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,mb9ntdsYOdc,https://www.youtube.com/watch?v=mb9ntdsYOdc,Real Videos the Internet Tried to Bury,2026-02-15T15:40:55Z,13771,4,23,10,0,0,0,1,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,bro the first one was obviously staged💀
106,5.3974731126879485,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Tech,UC2UXDak6o7rBm23k3Vv5dww,oDO_hTtQedQ,https://www.youtube.com/watch?v=oDO_hTtQedQ,Best Upcoming Jobs (2026 - 2030),2026-01-19T11:50:01Z,4643,1,244,3,0,0,0,0,0,0,1,1,12,0.16666666666666666,0.16666666666666666,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,Maybe someone's interested in working with us in Australia? 👀 We have around 400+ open positions for summer period
107,5.395846034911933,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,11,1,Beauty,UC2GUcyD6KYjmU_ofQtPTSSA,69R0jiZ-RXk,https://www.youtube.com/watch?v=69R0jiZ-RXk,"These products shocked me!!!! | KEEP, FIX, DUMP RETURNS!!",2026-02-09T20:30:00Z,10135,9,35,5,0,0,0,1,0,0,0,1,20,0.85,0.85,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,"Great video as always ◡̈ this is super unrelated: ik you’re a full glam lover, but would you consider making an informative video about how to “fake” the perfect complexion without foundation? I don’t like the way a full face looks on me — even when working in thin, light layers — but I haven’t been able to crack how to spot correct dark spots and blend them seamlessly into bare skin. I would love your expert advice!!"
108,5.389143506970303,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Tech,UCbfYPyITQ-7l4upoX8nvctg,opghSX24clM,https://www.youtube.com/watch?v=opghSX24clM,This Broke My Brain - These Humans Aren’t Real,2026-01-29T10:29:06Z,15067,1,168,5,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,Ok now GTA 6 will be delayed just to add this feature
109,5.384969612788229,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,Qg5-cRTyEfE,https://www.youtube.com/watch?v=Qg5-cRTyEfE,When Pranks Go Too Far and Turn Deadly,2025-12-28T14:03:00Z,17604,13,32,5,0,0,0,1,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,they should've sent the fake escaped prisoner guy to a real high security prison for a while and isolated him for a week or two
110,5.383329660287858,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,j-B8ymGWlIE,https://www.youtube.com/watch?v=j-B8ymGWlIE,Adobe & NVIDIA’s New Tech Shouldn’t Be Real Time. But It Is.,2026-02-22T09:50:35Z,12473,1,110,9,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,What a time to be alive!
111,5.356703170391718,Exploratory candidate for validation - not paper-safe by default,validate_and_adjudicate_before_future_freeze_inclusion,Outside selected freeze runs: human coding and adjudication required before any paper-facing use.,17,0,Tech,UCbfYPyITQ-7l4upoX8nvctg,vsK4Gb7Eys8,https://www.youtube.com/watch?v=vsK4Gb7Eys8,Physics Simulation Just Crossed A Line,2026-02-10T10:50:11Z,12553,1,66,14,0,0,0,0,0,0,1,1,20,0.35,0.35,english_or_other_latin,0,top-ranked comment; AI mention in video metadata; historically skepticism-rich channel; higher engagement,I have noticed that it usually takes 10-15 years from seeing papers like these until we get these graphics in actual games we can buy (especially on console).
112,5.317297823011125,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,18,1,Lifestyle,UC-kc7_m0l9Wkm_c3saiWpiQ,Qg5-cRTyEfE,https://www.youtube.com/watch?v=Qg5-cRTyEfE,When Pranks Go Too Far and Turn Deadly,2025-12-28T14:03:00Z,17605,14,21,4,0,0,0,1,0,0,0,1,23,0.21739130434782608,0.21739130434782608,english_or_other_latin,0,skepticism lexical cue; historically skepticism-rich channel; higher engagement,that kid faking the escape should have got charged with disturbance of the peace
113,5.308880689733789,Exploratory candidate for validation - not paper-safe by default,code_or_adjudicate_existing_video_then_refresh_freeze,Unresolved item from freeze-scoped run: human coding/adjudication required before freeze refresh.,20,1,Beauty,UCCvoAe__WFYMNAEN-C-CtYA,qjqu_7_DxLs,https://www.youtube.com/watch?v=qjqu_7_DxLs,How to apply concealer over 40,2023-11-29T15:00:49Z,23067,3,18,1,0,0,0,1,0,0,0,0,3,0.0,0.0,english_or_other_latin,0,skepticism lexical cue; top-ranked comment; higher engagement,Do you recommend applying before or after foundation?
