Run_ID,Product_ID,Material_Type,Engine,Temperature,Claim,Violated_Rule,NLI_Confidence,Claude_Verdict,Claude_Severity,Claude_Reasoning,Recommended_Action,Suggested_Fix,Claude_Confidence
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 security is enhanced with the Titan M2 security coprocessor,Uses Tensor G4 chipset,0.9892,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Nova X5 security is enhanced with the Titan M2 security coprocessor' is completely accurate and matches the product specifications exactly. The violated rule 'Uses Tensor G4 chipset' is about the processor, not the security chip. These are two different components: Tensor G4 is the main processor/NPU, while Titan M2 is the dedicated security coprocessor. The marketing material correctly states both components exist in the device. There is no semantic contradiction - the claim about Titan M2 security enhancement is factually correct and appears in the authorized claims list. The automated system appears to have incorrectly associated these two separate hardware components.",IGNORE,,0.9800
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 has a battery capacity of 4700–5000 mAh depending on the region,No wireless charging capability,0.9376,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Nova X5 has a battery capacity of 4700–5000 mAh depending on the region' is about battery capacity specifications, while the violated rule 'No wireless charging capability' is about charging methods. These are completely unrelated concepts - battery capacity (how much energy the battery can store) has nothing to do with wireless charging capability (a method of charging the battery). The claim about battery capacity is factual product specification information that is authorized and necessary for consumer decision-making. There is no semantic or logical connection between stating battery capacity and implying wireless charging capability. The NLI system appears to have made an error in matching these disparate concepts.",IGNORE,,0.9500
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports 30–45W USB-C fast charging,No wireless charging capability,0.9987,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Nova X5 supports 30–45W USB-C fast charging' is describing WIRED fast charging capabilities, while the violated rule 'No wireless charging capability' refers to WIRELESS charging. These are completely different charging technologies: USB-C fast charging uses a physical cable connection, while wireless charging uses electromagnetic induction without cables. The claim about USB-C fast charging is actually supported by the product specifications ('30–45W USB-C fast charging') and does not contradict or imply anything about wireless charging capabilities. The automated system appears to have made a semantic error by conflating 'fast charging' with 'wireless charging' when they are distinct technologies.",IGNORE,,0.9900
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,"Nova X5 available storage options include 128 GB, 256 GB, and 512 GB UFS 3.1",Does NOT support expandable storage,0.9945,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Nova X5 available storage options include 128 GB, 256 GB, and 512 GB UFS 3.1' is NOT violating the rule 'Does NOT support expandable storage.' These are two completely different concepts: (1) Available built-in storage configurations (128GB, 256GB, 512GB) - which is factual product information, and (2) Expandable storage via microSD card - which the device does not support. The FAQ clearly states 'No, the Nova X5 does not support expandable storage via microSD card' immediately before listing the built-in storage options. The automated system has incorrectly flagged a semantic mismatch between discussing built-in storage capacities versus expandable storage capabilities. These are distinct technical specifications that consumers need to understand - one refers to factory configurations, the other to user-expandable options.",IGNORE,,0.9800
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 RAM configurations are 8 GB or 12 GB LPDDR5X,RAM is NOT 16 GB,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'Nova X5 RAM configurations are 8 GB or 12 GB LPDDR5X' against a rule stating 'RAM is NOT 16 GB'. However, these statements are not contradictory - they are actually consistent. The marketing material correctly states the device offers 8GB or 12GB RAM options, which aligns perfectly with the rule that it does NOT have 16GB RAM. The product specifications also confirm 'RAM configurations: 8 GB or 12 GB LPDDR5X'. This appears to be a semantic matching error by the NLI system that incorrectly interpreted the relationship between these statements.",IGNORE,,0.9500
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports high-resolution audio via USB-C,Display is Actua OLED,0.9641,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Nova X5 supports high-resolution audio via USB-C' is about audio capabilities, while the violated rule 'Display is Actua OLED' is about display technology. These are completely unrelated product features with no semantic overlap. The audio claim is factually accurate according to the product specifications ('USB-C high-resolution audio support') and is an authorized feature claim. The automated system appears to have incorrectly matched unrelated text segments. There is no compliance violation here - the audio claim is truthful, supported by specifications, and does not contradict any prohibited claims in the regulatory context.",IGNORE,,0.9800
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 does not include a 3.5mm headphone jack,Dimensions approximately 152 × 72 × 8.7 mm,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Nova X5 does not include a 3.5mm headphone jack' is a factual product specification statement about an audio feature, while the 'violated rule' 'Dimensions approximately 152 × 72 × 8.7 mm' is about physical dimensions. These are completely unrelated product attributes with no semantic or regulatory connection. The claim about the headphone jack is: 1) Factually accurate according to the product specifications ('No 3.5mm headphone jack'), 2) A standard product feature disclosure, 3) Not making any prohibited claims, 4) Not violating any consumer electronics regulations. The automated NLI system appears to have incorrectly matched these unrelated text segments. There is no compliance risk here.",IGNORE,,1.0000
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports 5G Sub-6 GHz,Display is Actua OLED,0.9061,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Nova X5 supports 5G Sub-6 GHz' is a factual technical specification about the phone's connectivity capabilities, while the violated rule 'Display is Actua OLED' is about the display technology. These are completely unrelated product features with no semantic or regulatory connection. The claim about 5G support is also explicitly authorized in the product specifications ('5G Sub-6 GHz support') and appears in the authorized connectivity claims. There is no actual violation here - the automated system appears to have made a matching error between unrelated technical specifications.",IGNORE,,0.9500
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports LTE fallback,Supports Bluetooth 5.x,0.9606,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Nova X5 supports LTE fallback' and the violated rule 'Supports Bluetooth 5.x' are completely unrelated technical specifications that do not contradict each other. LTE fallback refers to cellular network connectivity (falling back from 5G to LTE when 5G is unavailable), while Bluetooth 5.x refers to short-range wireless peripheral connectivity. These are two entirely different connectivity technologies that can and do coexist in the same device. The automated system appears to have incorrectly flagged this as a semantic mismatch when there is no logical contradiction between supporting both LTE fallback and Bluetooth 5.x. Both claims are factually accurate according to the product specifications and represent standard features in modern smartphones.",IGNORE,,0.9800
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports Wi-Fi 6/6E,Supports Bluetooth 5.x,0.9618,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Nova X5 supports Wi-Fi 6/6E' and the violated rule 'Supports Bluetooth 5.x' are completely unrelated connectivity features. Wi-Fi 6/6E and Bluetooth 5.x are different wireless technologies that can and do coexist in the same device. The automated system appears to have incorrectly flagged these as contradictory when they are actually complementary features. Both claims are factually accurate according to the product specifications, which explicitly list 'Wi-Fi 6/6E for fast wireless connectivity' and 'Bluetooth 5.x for peripheral connections' as separate, supported features. There is no semantic conflict, regulatory violation, or consumer deception involved - this is simply the NLI system misinterpreting two distinct technical specifications as contradictory.",IGNORE,,0.9800
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports Bluetooth 5.x,Supports Wi-Fi 6/6E,0.9774,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The flagged 'violation' shows a semantic mismatch where the system incorrectly compared 'Nova X5 supports Bluetooth 5.x' against the rule 'Supports Wi-Fi 6/6E'. These are completely different connectivity technologies - Bluetooth and Wi-Fi are distinct wireless protocols that can and do coexist on the same device. The claim about Bluetooth 5.x support is factually accurate according to the product specifications and does not contradict or violate any rule about Wi-Fi 6/6E support. Both technologies are legitimately supported by the device as separate features. There is no regulatory violation, consumer deception, or compliance risk present.",IGNORE,,0.9900
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Nova X5 supports NFC for contactless payments and data transfer,Supports LTE fallback,0.9901,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The flagged claim 'Nova X5 supports NFC for contactless payments and data transfer' and the violated rule 'Supports LTE fallback' are completely unrelated concepts. NFC (Near Field Communication) is a short-range wireless technology for contactless payments and data transfer, while LTE fallback refers to the phone's ability to fall back to LTE networks when 5G is unavailable. These are two entirely different connectivity features that can and do coexist in the same device. The automated system appears to have incorrectly matched these due to both being connectivity-related claims, but there is no semantic contradiction or regulatory violation. Both claims are factually accurate according to the product specifications, which explicitly list both 'LTE fallback for broader coverage' and 'NFC for contactless payments and data transfer' as supported features.",IGNORE,,0.9900
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,"Nova X5 includes GPS support with multiple systems like GPS, GLONASS, Galileo, and BeiDou",USB-C audio support,0.9875,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Nova X5 includes GPS support with multiple systems like GPS, GLONASS, Galileo, and BeiDou' is about GPS/GNSS positioning capabilities, while the violated rule 'USB-C audio support' relates to audio connectivity features. These are completely unrelated technical specifications. The GPS claim is factually accurate according to the product specifications which explicitly list 'GPS support: GPS, GLONASS, Galileo, BeiDou' as a connectivity feature. There is no semantic relationship between GPS positioning systems and USB-C audio support - this appears to be a random matching error by the NLI system. The GPS claim poses no regulatory compliance risk and accurately describes a standard smartphone feature.",IGNORE,,0.9900
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Actual battery life and performance may vary over the 7-year support period,Does NOT support wireless charging,0.9508,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'Actual battery life and performance may vary over the 7-year support period' as violating the rule 'Does NOT support wireless charging.' These two statements are completely unrelated - one is a disclaimer about battery performance degradation over time, and the other is about wireless charging capability. There is no semantic relationship between them. The flagged claim is actually a responsible disclaimer that acknowledges natural battery degradation over the device's 7-year support period, which aligns with the authorized specification that 'Battery capacity will degrade over time with normal use.' This disclaimer helps prevent misleading consumers about long-term battery performance expectations.",IGNORE,,0.9900
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Not all new software features released during the 7 years will be supported by older hardware,Secure boot and verified boot,0.9514,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'Not all new software features released during the 7 years will be supported by older hardware' as violating 'Secure boot and verified boot' rules, but there is no semantic or logical connection between these concepts. The claim is actually a responsible disclaimer about hardware limitations over time, which is appropriate and honest consumer communication. It has nothing to do with secure boot or verified boot functionality. The claim appears in the disclaimers section and sets realistic expectations about hardware aging - this is good practice, not a violation. The NLI system appears to have made a spurious connection between unrelated concepts.",IGNORE,,0.9500
efa0c8e933d4a9edbb47ab3af9415edac4a326cf,smartphone_mid,faq.j2,unknown,unknown,Battery capacity will degrade over time with normal Li-ion aging,No wireless charging capability,0.9430,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Battery capacity will degrade over time with normal Li-ion aging' is a factual disclaimer about battery degradation, while the violated rule 'No wireless charging capability' relates to a completely different feature (wireless charging). These are semantically unrelated topics - one is about battery chemistry and aging, the other is about charging methods. The claim about battery degradation is actually a responsible disclosure that helps consumers understand realistic expectations about battery performance over time, which aligns with consumer protection principles. There is no semantic or logical connection between acknowledging battery degradation and claiming wireless charging capability.",IGNORE,,0.9800
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Nova X5 features a 6.3 inch Actua OLED display,Display is NOT 6.5 inches,0.9891,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged a claim stating 'Nova X5 features a 6.3 inch Actua OLED display' against a rule saying 'Display is NOT 6.5 inches.' These are completely different measurements (6.3 vs 6.5 inches) and there is no contradiction. The marketing material correctly states the display is 6.3 inches, which is also confirmed in the authorized product specifications. The rule appears to prohibit claiming a 6.5-inch display (which the product doesn't have), while the actual claim is about a 6.3-inch display (which the product does have). This is simply a semantic mismatch by the NLI system that confused similar but distinct numerical values.",IGNORE,,0.9900
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Camera system includes a 50 MP main camera with Optical Image Stabilization,Ultra-wide camera is 12 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged 'violation' shows a fundamental misunderstanding of the content. The extracted claim 'Camera system includes a 50 MP main camera with Optical Image Stabilization' is a factual specification statement about the main camera. The 'violated rule' 'Ultra-wide camera is 12 MP' is actually another factual specification about a completely different camera component. These are not contradictory claims - they describe different cameras in the same system (main camera vs ultra-wide camera). The marketing material correctly states both: '50 MP main camera with Optical Image Stabilization (OIS), a 12 MP ultra-wide camera' which are complementary specifications, not conflicting ones. There is no regulatory violation here - both claims are authorized product specifications that accurately describe different components of the camera system.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Camera system includes a 12 MP ultra-wide camera,Main camera is 50 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Camera system includes a 12 MP ultra-wide camera' does not violate the rule 'Main camera is 50 MP' - these are describing two completely different camera components. The marketing material correctly states that the device has BOTH a 50 MP main camera AND a 12 MP ultra-wide camera, which are separate sensors in a multi-camera system. This is standard smartphone terminology where 'main camera' refers to the primary rear sensor, while 'ultra-wide camera' refers to a secondary wide-angle sensor. The automated system appears to have incorrectly interpreted these as conflicting specifications when they are actually complementary features of the same camera system. Both claims are factually accurate according to the product specifications and there is no regulatory violation or consumer deception.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Camera system includes a 10.8 MP front-facing camera,Main camera is 50 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Camera system includes a 10.8 MP front-facing camera' and the violated rule 'Main camera is 50 MP' are describing completely different camera components. The 10.8 MP specification refers to the front-facing (selfie) camera, while the 50 MP specification refers to the main rear camera. These are separate, distinct camera sensors that serve different purposes and can coexist in the same device without any contradiction. The product specifications explicitly list both: '50 MP main camera with Optical Image Stabilization (OIS)' and '10.8 MP front-facing camera' as separate components. There is no semantic conflict, regulatory violation, or consumer deception - this is simply the automated system incorrectly matching different camera specifications as contradictory when they are actually complementary product features.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Security architecture verified by the Titan M2 security coprocessor,Uses Tensor G4 chipset,0.9876,FALSE_POSITIVE,NONE,This is a clear false positive by the automated system. The flagged claim 'Security architecture verified by the Titan M2 security coprocessor' is being incorrectly matched against the rule 'Uses Tensor G4 chipset'. These are completely different technical components serving different functions: Titan M2 is a security coprocessor while Tensor G4 is the main application processor with NPU. The claim about Titan M2 security verification is actually listed in the AUTHORIZED CLAIMS section as 'Multi-layer hardware security verified by Titan M2' and matches the product specifications which explicitly state 'Security: Titan M2 security coprocessor for hardware-level protection'. There is no semantic contradiction or regulatory violation here - the automated system appears to have made an error in semantic matching between two unrelated chipset components.,IGNORE,,0.9500
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Includes an under-display optical fingerprint sensor,Has under-display camera,0.9548,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Includes an under-display optical fingerprint sensor' refers to a FINGERPRINT SENSOR that is located under the display, while the violated rule 'Has under-display camera' refers to a CAMERA under the display. These are completely different technologies serving different purposes. The fingerprint sensor is actually listed in the authorized product specifications ('Under-display optical fingerprint sensor'), confirming this is a legitimate feature of the Nova X5. The automated NLI system appears to have flagged this due to the shared phrase 'under-display' but failed to distinguish between 'fingerprint sensor' and 'camera' - a critical semantic difference. There is no compliance violation here as the product genuinely has this fingerprint sensor feature and it's not making any false claims about camera technology.",IGNORE,,0.9500
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,"Provides storage options of 128 GB, 256 GB, or 512 GB UFS 3.1",Does NOT support expandable storage,0.9966,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Provides storage options of 128 GB, 256 GB, or 512 GB UFS 3.1' is describing the INTERNAL storage configurations available for purchase, not claiming expandable storage capability. The violated rule 'Does NOT support expandable storage' refers to the inability to add external storage (like microSD cards) after purchase. These are completely different concepts: (1) Internal storage options at point of sale vs (2) Expandable storage capability post-purchase. The material actually correctly states 'it does not support expandable storage via microSD' in the same FAQ section, demonstrating proper disclosure. The automated system has incorrectly matched semantically similar but contextually different storage concepts.",IGNORE,,0.9500
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,RAM configurations of 8 GB or 12 GB LPDDR5X,RAM is NOT 16 GB,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'RAM configurations of 8 GB or 12 GB LPDDR5X' against a rule stating 'RAM is NOT 16 GB'. However, the marketing material correctly states the device has 8GB or 12GB RAM options, which is entirely consistent with the rule that it does NOT have 16GB RAM. The claim is factually accurate according to the product specifications and does not violate any regulatory requirement. The NLI system appears to have misinterpreted the logical relationship - stating the device has 8GB/12GB RAM actually supports (rather than contradicts) the rule that it doesn't have 16GB RAM.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,No 3.5mm headphone jack,Dimensions approximately 152 × 72 × 8.7 mm,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'No 3.5mm headphone jack' is a factual product specification statement, while the violated rule 'Dimensions approximately 152 × 72 × 8.7 mm' is a completely different physical specification. These two statements are semantically unrelated - one describes the absence of an audio port, the other describes physical dimensions. The NLI system appears to have incorrectly matched these due to both being product specifications, but they address entirely different aspects of the device. The headphone jack statement is factually accurate according to the product specifications ('No 3.5mm headphone jack') and poses no regulatory compliance risk. There is no logical connection between stating the lack of a headphone jack and device dimensions.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Supports high-resolution audio through its USB-C port,Display is OLED technology,0.9538,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The flagged claim 'Supports high-resolution audio through its USB-C port' is about audio capabilities, while the violated rule 'Display is OLED technology' is about display technology. These are completely unrelated product features with no semantic or logical connection. The claim about USB-C audio support is factually accurate according to the product specifications ('USB-C high-resolution audio support') and does not contradict any display-related information. The automated system appears to have made a random matching error between two unrelated technical specifications.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Equipped with a 4700–5000 mAh Li-ion battery with regional variations,No wireless charging capability,0.9449,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'Equipped with a 4700–5000 mAh Li-ion battery with regional variations' against the rule 'No wireless charging capability.' These are completely unrelated concepts - battery capacity has nothing to do with wireless charging capability. The claim is simply stating the battery specifications (capacity and chemistry), which is factual product information. The rule about wireless charging is meant to prevent false claims about wireless charging features that the device doesn't have, but this claim makes no mention of wireless charging at all. This appears to be a semantic mismatch by the NLI system that incorrectly associated battery-related text with charging capabilities.",IGNORE,,0.9500
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Supports 30–45W USB-C fast charging,Does NOT support wireless charging,0.9986,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the claim 'Supports 30–45W USB-C fast charging' against the rule 'Does NOT support wireless charging.' These are completely different charging technologies: USB-C fast charging is wired charging through a cable, while wireless charging refers to inductive/Qi charging without cables. The claim about USB-C fast charging does not violate or contradict the rule about wireless charging not being supported. The product specifications explicitly list '30–45W USB-C fast charging' as a supported feature, making this claim factually accurate and compliant. The automated system appears to have made a semantic error by conflating two distinct charging methods.",IGNORE,,0.9900
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Actual battery life and performance may vary over the 7-year support period,Does NOT support wireless charging,0.9508,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the disclaimer 'Actual battery life and performance may vary over the 7-year support period' against the rule 'Does NOT support wireless charging.' These are completely unrelated concepts - one is about battery performance degradation over time, the other is about wireless charging capability. The disclaimer is actually a responsible and compliant statement that acknowledges natural battery degradation over the device's 7-year support period, which aligns with the authorized approach of being transparent about limitations. There is no semantic or contextual relationship between battery performance disclaimers and wireless charging features.",IGNORE,,1.0000
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Not all new software features released during the 7 years will be supported by older hardware,Secure boot and verified boot,0.9514,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged the disclaimer 'Not all new software features released during the 7 years will be supported by older hardware' as violating 'Secure boot and verified boot' rules, but there is no semantic or logical connection between these concepts. The disclaimer is actually a responsible and compliant statement that manages consumer expectations about hardware limitations over time - it's transparent about the fact that as new software features become more demanding, older hardware may not support them all. This has nothing to do with secure boot or verified boot functionality, which are specific security mechanisms for ensuring system integrity during startup. The disclaimer is protective language that prevents overpromising, which is exactly what good compliance practices require. The NLI system appears to have made a spurious connection between unrelated concepts.",IGNORE,,0.9500
b35546365e7008636bbb8240b5dbeeabf7a7f3f2,smartphone_mid,faq.j2,unknown,unknown,Battery capacity will degrade over time with normal Li-ion aging,No wireless charging capability,0.9430,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Battery capacity will degrade over time with normal Li-ion aging' is a factual disclaimer about battery degradation, while the violated rule 'No wireless charging capability' relates to an entirely different feature (wireless charging). These are completely unrelated concepts - one is about battery chemistry and aging, the other is about charging methods. The claim about battery degradation is actually a responsible disclosure that helps consumers understand realistic expectations about lithium-ion battery performance over time, which aligns with consumer protection principles. There is no semantic or logical connection between acknowledging battery degradation and claiming wireless charging capability.",IGNORE,,0.9800
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Nova X5 5G smartphone features a 6.3 inch Actua OLED display,Display is NOT 6.5 inches,0.9886,FALSE_POSITIVE,NONE,"This is a clear false positive. The automated system flagged a claim stating the display is '6.3 inches' against a rule prohibiting claims that the 'Display is NOT 6.5 inches.' This is a semantic mismatch - the marketing material correctly states the display is 6.3 inches, which is factually accurate according to the product specifications. The rule appears to be prohibiting false claims that the display is NOT 6.5 inches (i.e., preventing denial of a 6.5-inch display), but the marketing material is simply stating the actual display size of 6.3 inches. There is no contradiction or compliance violation here - the claim is truthful, matches the specifications, and does not violate any regulatory requirements for consumer electronics marketing.",IGNORE,,0.9500
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Physical dimensions are approximately 152 by 72 by 8.7 mm,No 3.5mm headphone jack,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The extracted claim 'Physical dimensions are approximately 152 by 72 by 8.7 mm' is a factual specification about the phone's physical size, while the violated rule 'No 3.5mm headphone jack' refers to an audio connectivity feature. These are completely unrelated concepts - one describes physical dimensions and the other describes an absent audio port. There is no semantic relationship between stating the phone's dimensions and making claims about headphone jack availability. The dimensions claim is factual product information that consumers need, while the rule about headphone jack is correctly listed in the product specifications as 'No 3.5mm headphone jack' but is not violated by the dimensions statement. This appears to be a matching error by the NLI system.",IGNORE,,1.0000
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Features a 50 MP main camera with Optical Image Stabilization,Ultra-wide camera is 12 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive from the automated system. The flagged 'violation' shows a fundamental misunderstanding of the content. The extracted claim 'Features a 50 MP main camera with Optical Image Stabilization' is a factual specification about the main camera, while the 'violated rule' 'Ultra-wide camera is 12 MP' is about a completely different camera component. These are two separate, non-conflicting specifications describing different cameras on the same device. The product specifications clearly list both: '50 MP main camera with Optical Image Stabilization (OIS)' and '12 MP ultra-wide camera' as distinct components. There is no contradiction, inconsistency, or compliance violation here - just the automated system incorrectly matching unrelated camera specifications as if they were conflicting claims about the same component.",IGNORE,,1.0000
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Features a 12 MP ultra-wide camera,Main camera is 50 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Features a 12 MP ultra-wide camera' does not violate the rule 'Main camera is 50 MP' because these refer to completely different camera components on the same device. The marketing material correctly states that the Nova X5 5G has BOTH a 50 MP main camera AND a 12 MP ultra-wide camera - these are separate, complementary camera sensors in a multi-camera system, which is standard in modern smartphones. The automated system appears to have incorrectly interpreted these as conflicting specifications when they are actually describing different parts of the same camera array. There is no contradiction, misrepresentation, or compliance violation here.",IGNORE,,1.0000
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Features a 10.8 MP front camera,Main camera is 50 MP,1.0000,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The flagged claim 'Features a 10.8 MP front camera' and the violated rule 'Main camera is 50 MP' are describing completely different camera components on the same device. The 10.8 MP specification refers to the front-facing camera, while the 50 MP specification refers to the main rear camera. These are not contradictory claims but rather complementary specifications for different camera modules on the smartphone. The automated NLI system appears to have incorrectly identified a semantic conflict where none exists. Both specifications are factually accurate according to the product specifications and describe different hardware components serving different purposes.",IGNORE,,1.0000
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Powered by the Tensor G4 NPU,No wireless charging capability,0.9914,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Powered by the Tensor G4 NPU' is describing the device's processor/AI capabilities, while the violated rule is about 'No wireless charging capability.' These are completely unrelated technical specifications - one is about the neural processing unit that powers AI features, and the other is about charging methods. There is no semantic or logical connection between these concepts. The claim about the Tensor G4 NPU is factually accurate according to the product specifications and is an authorized claim. The automated system appears to have made a matching error between unrelated technical terms.",IGNORE,,1.0000
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Supports slow-motion video,Secure boot and verified boot,0.9309,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Supports slow-motion video' is a legitimate technical specification about the device's video recording capabilities (1080p at 120-240fps for slow-motion, as confirmed in the product specifications). The violated rule 'Secure boot and verified boot' relates to security boot processes and has absolutely no semantic or regulatory connection to video recording features. The NLI system appears to have made a completely erroneous association between unrelated concepts. The slow-motion video claim is factually supported by the technical specifications and poses no compliance risk in any regulatory domain.",IGNORE,,0.9900
d7d940cf4392ce643c105c90a7ca4b37b675674f,smartphone_mid,faq.j2,unknown,unknown,Supports real-time AI-powered image enhancements,No wireless charging capability,0.9814,FALSE_POSITIVE,NONE,"This is a clear false positive by the automated system. The extracted claim 'Supports real-time AI-powered image enhancements' is about AI camera features and image processing capabilities, while the violated rule 'No wireless charging capability' is about charging technology. These are completely unrelated product features with no semantic overlap. The claim about AI image enhancements is actually supported by the product specifications (Tensor G4 NPU, computational photography) and appears in the authorized claims list as 'AI-powered real-time image enhancements'. The automated system appears to have made a matching error between two entirely different product domains.",IGNORE,,0.9900
