comment_db_id,run_id,channel_id,channel_niche,video_id,comment_rank,like_count,reply_count,comment_timestamp,cleaned_text,is_spam,is_template,is_duplicate,label_skepticism,label_proof_demand,label_normalization,analysis_skepticism,rank
19399,20,UCwAnu01qlnVg1Ai2AbtTMaA,Tech,6jvw6dAFR-M,1,9,1,2025-08-06 18:24:41+00:00,"Here it is for those of you that may have had the same problem… I pasted the job descriptions for a few roles I'm interested in into a Google Doc. Your task is to create and populate a table with the following columns: 1. Role title 2. Quarter the role is posted (YYYYQQ) 3. Status of my application (Not Started, Researching, Applying. Interviewing, Offer, Rejected, Declined) 4. Application link (leave blank) 5. Years of experience needed 6. Keywords for that role (up to 5) Let me download the table in .csv format.",0,0,0,0,0,0,0,1
19400,20,UCwAnu01qlnVg1Ai2AbtTMaA,Tech,6jvw6dAFR-M,2,2,1,2025-08-06 15:28:21+00:00,AI literally made one of the most powerful tip creator channels more powerful at tip creating 😅. Jeff knows no bounds now!,0,0,0,0,0,1,0,2
19401,20,UCwAnu01qlnVg1Ai2AbtTMaA,Tech,6jvw6dAFR-M,3,1,1,2025-08-06 15:05:13+00:00,Thank you very much 😊,0,0,0,0,0,1,0,3
20138,20,UCzTKskwIc_-a0cGvCXA848Q,Beauty,6o5hcC934Ec,4,7256,22,2024-05-06 22:15:21+00:00,"If you do it all in one go the colors will melt beautifully while remaining a bit separate like hers if you use painting techniques for blending that look . I've been painting landscapes for years and focus on sunsets , it actually translates to makeup techniques quite well ! There's something that makes the look so much more professional if you apply all 3 and then start blending towards eachother .",0,0,0,0,0,0,0,1
9967,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,6sssFVr7HuI,1,599,3,2026-02-17 20:48:29+00:00,Yes!! Who IS checking?! So refreshing. This color analysis craze has lately rubbed off on me and has me second guessing every color choice I make. Thank you!,0,0,0,0,0,0,0,1
9976,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,6sssFVr7HuI,10,14,0,2026-02-18 23:29:31+00:00,I giggle every time Robert salivates after applying a blush or highlighter. Cracks me up every time.,0,0,0,0,0,0,0,2
30881,24,UCKimIvyUjBQIZlu7KIhBuAA,Tech,70euHu9O1_E,1,0,0,2017-06-27 10:38:53+00:00,wow!,0,0,0,0,0,0,0,1
30883,24,UCKimIvyUjBQIZlu7KIhBuAA,Tech,70euHu9O1_E,3,0,0,2021-06-08 23:55:18+00:00,OMG UR A GENIUS,0,0,0,0,0,0,0,2
32061,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,7EULO5rpc9Q,1,488,22,2026-03-05 18:45:40+00:00,"2. So to teach the truck driver a lesson, you created a stop-and-go traffic jam that probably lasted 2-3 hours after you left. Great job!",0,0,0,0,0,0,0,1
32062,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,7EULO5rpc9Q,2,395,6,2026-03-05 18:47:00+00:00,Glad to see we all hate Cammer 2,0,0,0,0,0,0,0,2
32063,24,UCnetiRHPnIMBCm-yY4m69qA,Lifestyle,7EULO5rpc9Q,3,306,4,2026-03-05 18:43:23+00:00,"Blocking two lanes in Dallas traffic for 5 minutes over that is utterly ridiculous and moronic behavior, get over yourself.",0,0,0,0,0,0,0,3
31166,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,7GXB9kBIdWE,1,285,12,2025-02-10 03:30:54+00:00,I'm proud to say as a teenager I do not own any drunk elephant,0,0,0,0,0,0,0,1
31178,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,7GXB9kBIdWE,13,7,1,2025-02-10 14:24:31+00:00,"I grew up basically different from other children, other kids played outside, i wasnt allowed to, other kids rode bikes i wasnt allowed to, and i got alot of other games as compansation for those rules. And i still miss the things i didnt have. Once these poor girls hit 16 and realise they are no longer capable of freely playing as kids, they will feel as miserable as i felt when it hit me.",0,0,0,0,0,0,0,2
24076,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,2,2,0,2026-03-01 17:48:02+00:00,Link for authentic nila powder please.,0,0,0,0,0,0,0,1
27041,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,2,2,0,2026-03-01 17:48:02+00:00,Link for authentic nila powder please.,0,0,0,0,0,0,0,2
24079,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,5,0,0,2026-02-25 15:53:30+00:00,can you please give the authentic Neela powder link,0,0,0,0,0,0,0,3
27044,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,5,0,0,2026-02-25 15:53:30+00:00,can you please give the authentic Neela powder link,0,0,0,0,0,0,0,4
24081,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,7,0,0,2026-02-25 20:46:19+00:00,"Hey, ur videos are awsm 👍🏻 can i use aziclear serum(has 10 percent Azeleic acid)for long term without risk of hypopigmentation or any other potential risks ? For what time period u suggest and later how to maintain if once stopped, sunscreen and moisturiser won’t be enough to maintain as sometimes we don’t reapply sunscreen and it works only for 2-3 hours, reapplication is mandatory , but not always practically possible..so if i lose earlier benefits then when to start again and for what time period? Do u suggest having gaps for safer use or those gaps are still risky for long term use or can i just safely use it long term or lifetime??",0,0,0,0,0,0,0,5
27046,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7HjE3vCivV0,7,0,0,2026-02-25 20:46:19+00:00,"Hey, ur videos are awsm 👍🏻 can i use aziclear serum(has 10 percent Azeleic acid)for long term without risk of hypopigmentation or any other potential risks ? For what time period u suggest and later how to maintain if once stopped, sunscreen and moisturiser won’t be enough to maintain as sometimes we don’t reapply sunscreen and it works only for 2-3 hours, reapplication is mandatory , but not always practically possible..so if i lose earlier benefits then when to start again and for what time period? Do u suggest having gaps for safer use or those gaps are still risky for long term use or can i just safely use it long term or lifetime??",0,0,0,0,0,0,0,6
9767,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,7Lb5PJXwVRA,1,286,7,2026-03-02 21:17:29+00:00,"I remember MAC being THE brand you went to for fun, creative, and unique makeup. We would be excited to see what their new collections contained because it would be so unique and fun. Especially compared to the classic brands sold at department stores at the time. It’s sad that now I don’t even think of MAC at all when I’m checking out new makeup. I really hope they can go back to their roots 😌",0,0,0,0,0,0,0,1
31736,24,UC-pjvtGaPEEFENcjCquQ-oQ,Beauty,7RMCuUjZWtA,1,0,3,2026-02-10 19:56:19+00:00,cool ig,0,0,0,0,0,0,0,1
28493,23,UCCyCcRlr_NRDP-JFAhBxq1g,Beauty,7VldA6gpTUk,1,334,19,2025-01-24 18:43:02+00:00,Recuerdos desbloqueados 😂,0,0,0,0,0,0,0,1
28333,23,UCCyCcRlr_NRDP-JFAhBxq1g,Beauty,7Y-4N_BpMV4,1,954,5,2026-01-25 01:35:47+00:00,Ok pero el temazo de atrás 💜🔥 TE AMO MI LULU🫰🏻,0,0,0,0,0,0,0,1
31858,24,UC4NTaipmgQ8mt23y4lzsH6g,Beauty,7Y1Qg2x2Pcg,1,2,1,2024-07-22 16:50:42+00:00,Link plzzz 🔗,0,0,0,0,0,0,0,1
23687,22,UCGM7A0ps5KuZ7hZidTv26Pg,Tech,7eQ2XVBhFxo,1,2,0,2026-01-26 16:18:18+00:00,What’s your favorite AI Note Taker?,0,0,0,0,0,1,0,1
23688,22,UCGM7A0ps5KuZ7hZidTv26Pg,Tech,7eQ2XVBhFxo,2,1,0,2026-01-26 17:39:54+00:00,What abt granola ai?,0,0,0,0,0,0,0,2
24276,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7iEytKo2kkE,1,2,0,2025-11-04 11:37:15+00:00,Just a question I watched your old videos and saw you recommend mary and may eye cream ..want to buy it but thought first I should buy a small tube show amzon was it but don't know if it's real one or fake product... Then thought let's buy ordinary but it's kinda out of my budget .. what should I do should I buy plumm And also want to ask if mary and may will cause allergy as so many people told show Could you also review depiwhite..pls reply,0,0,0,0,0,0,0,1
27241,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7iEytKo2kkE,1,2,0,2025-11-04 11:37:15+00:00,Just a question I watched your old videos and saw you recommend mary and may eye cream ..want to buy it but thought first I should buy a small tube show amzon was it but don't know if it's real one or fake product... Then thought let's buy ordinary but it's kinda out of my budget .. what should I do should I buy plumm And also want to ask if mary and may will cause allergy as so many people told show Could you also review depiwhite..pls reply,0,0,0,0,0,0,0,2
27242,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7iEytKo2kkE,2,1,0,2025-11-04 12:07:35+00:00,Awesome ❤❤ Waiting for you to try and review the newly launched Volufiline serum by The Ordinary,0,0,0,0,0,0,0,3
27243,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,7iEytKo2kkE,3,1,0,2025-11-05 00:43:05+00:00,Product review request:- The ordinary Volufiline 92%,0,0,0,0,0,0,0,4
31186,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,7k-U3v_Q8ws,1,277,5,2025-02-09 12:52:59+00:00,"My 92 year old grandmother kept up with technology. I guess she understood the importance of it especially having so many grandchildren and now great grandchildren. She has family and friends in another country as well. She uses FB, has an Instagram for her quilts, and we text each other every morning and night ❤",0,0,0,0,0,0,0,1
31187,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,7k-U3v_Q8ws,2,174,1,2025-02-09 18:59:43+00:00,BRO WHY IS UR LIP SYNCING SO GOOD,0,0,0,0,0,0,0,2
31202,24,UCPtRWUbBcPkEjbexT2jiCuA,Beauty,7k-U3v_Q8ws,17,2,0,2025-02-12 00:43:52+00:00,"My 68 year old mom can’t understand why not everyone doesn’t just use an iPhone because she refuses to learn new apps. It drives me nuts. She even got this really crappy key finder thing that doesn’t even work because she’s ""to busy"" to put the tile app on her phone. It takes two minutes because that’s how long it took me to do it. Also, before smart phones & tablets she never got the importance of logging out of your email. She absolutely refused to learn any passwords. Now she has them all written down on her phone that isn’t locked as well as the notes.",0,0,0,0,0,0,0,3
23647,22,UCKWaEZ-_VweaEx1j62do_vQ,Tech,7muYSvhI-sY,1,1,0,2025-11-09 06:02:02+00:00,Anything else? Slander,0,0,0,0,0,0,0,1
26613,23,UCKWaEZ-_VweaEx1j62do_vQ,Tech,7muYSvhI-sY,1,1,0,2025-11-09 06:02:02+00:00,Anything else? Slander,0,0,0,0,0,0,0,2
33186,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,7p73r0hnXC4,1,9,0,2025-08-13 22:05:22+00:00,"What BS, him sitting there, acting like he's old and frail. Good one, Sarge!",0,0,0,0,0,0,0,1
33187,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,7p73r0hnXC4,2,7,0,2025-08-13 21:54:33+00:00,this case was sooo satisfying- that they got him after so many years!!! forensic genealogy 🎉💃,0,0,0,0,0,0,0,2
33188,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,7p73r0hnXC4,3,5,0,2025-08-13 22:45:44+00:00,The Golden State Killer case changed the world,0,0,0,0,0,0,0,3
33197,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,7p73r0hnXC4,12,1,1,2025-08-14 16:56:22+00:00,"This one has stuck out in my head since his capture. He was so unnecessarily evil to do many women in his path over so many years, successfully going undetected. DNA was the hero yet again! 💪 Good one, Sarge... It's crazy to know you still have a plethora of villains left to cover",0,0,0,0,0,0,0,4
21888,20,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,8KOfU8celBs,19,1,0,2025-12-13 17:06:27+00:00,this packaging is EXTREMELY similar to one of cappuvinis lipgloss lines... who copied who,0,0,0,0,0,0,0,1
19571,20,UCfQNB91qRP_5ILeu_S_bSkg,Tech,8TbElbTsycc,11,0,0,2026-03-01 01:20:46+00:00,"No, you built an audience selling fake AI guru BS to your followers and dropped a junk app to the same gullible morons who gobbled it up.",0,0,0,1,0,0,1,1
31837,24,UCk09FMcBSoMUFMfPnJipuQw,Beauty,8fCfUOb4oFw,1,9,1,2019-02-27 22:24:13+00:00,"This is an excellent tutorial to accompany the purchased pattern - thank you, my husband loves his new cardigan!",0,0,0,0,0,0,0,1
23769,22,UCHLGD4A8GjwGlbxtgo8cvWw,Tech,8gGnxaoKYxg,1,0,0,2025-10-09 10:31:18+00:00,"So… what do YOU think about Magic Hour AI? 🤔 Do you think it could actually replace some of the other AI tools out there — or is it just another trend that’ll fade away? Personally, I was impressed with how cinematic it makes footage look, but I’m still on the fence about whether it’s ready to take over tools like HeyGen, Kling AI, or Leonardo AI just yet. 🎥 Drop your thoughts below — what’s your favorite AI tool right now? And don’t forget to like, subscribe, and tap that 🔔 so you don’t miss the next AI deep dive! #MagicHourAI #AITools #ContentCreation",0,0,0,0,0,0,0,1
30419,23,UCIvrrLDLHfGxgfc7CgIGUfg,Lifestyle,8jvdcYMoRbk,5,250,14,2026-01-31 05:31:08+00:00,Dogs are incredible man. You’d think instincts it’d go look for food or wander away and get hit on the road but lil buddy stayed right by his owner. Crazy that that dogs have such a capacity for good,0,0,0,0,0,0,0,1
13748,17,UC-kc7_m0l9Wkm_c3saiWpiQ,Lifestyle,8mXYc_XMLgE,1,17,2,2026-02-28 08:04:55+00:00,Finally real content instead of brainrot fake ghost stories,0,0,0,0,0,0,0,1
17452,18,UC-kc7_m0l9Wkm_c3saiWpiQ,Lifestyle,8mXYc_XMLgE,1,17,2,2026-02-28 08:04:55+00:00,Finally real content instead of brainrot fake ghost stories,0,0,0,0,0,0,0,2
17453,18,UC-kc7_m0l9Wkm_c3saiWpiQ,Lifestyle,8mXYc_XMLgE,2,15,2,2026-02-27 16:35:29+00:00,that cop has to be the most obnoxious cop I've ever seen,0,0,0,0,0,0,0,3
17454,18,UC-kc7_m0l9Wkm_c3saiWpiQ,Lifestyle,8mXYc_XMLgE,3,10,2,2026-02-27 18:34:05+00:00,4:28 did hey just call him a good boy?,0,0,0,0,0,0,0,4
6222,11,UCrB7UFnkosBjAhOg3a9NdWw,Tech,8nzt_xzsyq8,1,16,1,2026-01-16 15:01:38+00:00,"Google NotebookLM keeps leveling up, moving well beyond a standard AI research tool into a full content creation powerhouse. This video highlights practical ways to turn deep research into slide decks, branded infographics, videos, and exportable data tables, showing how it can streamline projects from start to finish.",0,0,0,0,0,1,0,1
13598,17,UCdq0b9cF2K7faJqYhG4pqgA,Beauty,8tpdlIm5-8E,1,0,0,2026-02-22 15:51:52+00:00,This is a fake Chanel btw it’s a fan acc,0,0,0,1,0,0,1,1
33294,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,8vDlBM-GNf4,1,3,1,2025-08-07 21:41:04+00:00,"Hi Sarge 🤗 I had to look him up. Bad dude 👻 keep these and the creepy music going,all of them deserve this music!",0,0,0,0,0,0,0,1
33295,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,8vDlBM-GNf4,2,2,0,2025-08-07 21:40:21+00:00,Got it wrong but pure guess. Not heard of either name,0,0,0,0,0,0,0,2
33296,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,8vDlBM-GNf4,3,2,2,2025-08-07 22:28:27+00:00,didn't know this guy but knew it wasn't the other guy-process of elimination 😅 I'm practically a detective! ❤,0,0,0,0,0,0,0,3
27680,23,UCcmt14iMeqsrE1Iu2LBl9Nw,Beauty,92f4xpXPVyQ,1,3,1,2026-03-03 00:45:34+00:00,Too much work,0,0,0,0,0,0,0,1
27681,23,UCcmt14iMeqsrE1Iu2LBl9Nw,Beauty,92f4xpXPVyQ,2,3,0,2026-03-06 07:38:59+00:00,Too much work for me.,0,0,0,0,0,0,0,2
27682,23,UCcmt14iMeqsrE1Iu2LBl9Nw,Beauty,92f4xpXPVyQ,3,3,0,2026-03-06 14:28:50+00:00,I think that’s a long process 😂,0,0,0,0,0,0,0,3
24485,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,9GOdhjTVagE,5,0,2,2025-09-14 13:06:30+00:00,Hello Ma'am... Minimalist copper peptide serum me sirf copper peptide hai.. koi multi peptide nehi hai... Kay may is serum ko the ordinary multi peptide ke sath use Karu ? Mere morning routine me muje vitamin c v use karni hai.. kay 3 serum over layering ho jyga... Yea fir minimalist copper peptide serum ke idea ko drop krke ek ordinary copper peptide serum kharidlu... I'm confused... Please help me... Only you can fixed it..,0,0,0,0,0,0,0,1
27450,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,9GOdhjTVagE,5,0,2,2025-09-14 13:06:30+00:00,Hello Ma'am... Minimalist copper peptide serum me sirf copper peptide hai.. koi multi peptide nehi hai... Kay may is serum ko the ordinary multi peptide ke sath use Karu ? Mere morning routine me muje vitamin c v use karni hai.. kay 3 serum over layering ho jyga... Yea fir minimalist copper peptide serum ke idea ko drop krke ek ordinary copper peptide serum kharidlu... I'm confused... Please help me... Only you can fixed it..,0,0,0,0,0,0,0,2
5732,11,UCGtXqPiNV8YC0GMUzY-EUFg,Tech,9LNNAQbKLdc,1,4,0,2026-03-01 12:17:44+00:00,"Thanks so much for this I'm a big fan of your show since its inception! I saw some comments earlier (which have apparently been deleted) criticizing the episode as a little bit advertisey itself. I give you guys a lot of credit because this is a great software I wouldn't have heard of except for your show. I'd like to suggest maybe if, for example, after the interview you guys just did a trial, made a few ads by yourself, really went over what each generation cost, did they work on the first try, etc. I think it would feel even more engaging and unbiased. Regardless, of all the people making content of new AI marketing tech, in my opinion you guys are right at the top of the heap. Thanks so much and keep it up! 😊❤",0,0,0,0,0,0,0,1
15087,18,UCbfYPyITQ-7l4upoX8nvctg,Tech,9Mcv9vpGW5Q,1,299,23,2026-01-25 09:12:44+00:00,I love the jabs at the private equity sellouts. Really sucks when you see it destroy channels though,0,0,0,0,0,0,0,1
15088,18,UCbfYPyITQ-7l4upoX8nvctg,Tech,9Mcv9vpGW5Q,2,183,8,2026-01-25 10:26:00+00:00,"You deserve millions of views and likes. This is the kind of content that should spread, not trivial and cheap content. I truly appreciate your effort; you are an amazing person, and I wish you all the best in your journey. Please keep sharing this wonderful content.",0,0,0,0,0,1,0,2
5935,11,UCPjNBjflYl0-HQtUvOx0Ibw,Tech,9OnN4O4uapI,1,220,32,2026-02-13 21:06:31+00:00,thanks for having me greg! ☺️,0,0,0,0,0,0,0,1
5949,11,UCPjNBjflYl0-HQtUvOx0Ibw,Tech,9OnN4O4uapI,15,7,0,2026-02-15 15:44:07+00:00,AI SLOP... Whats the point of designing elements if in the end you just give files to AI studio and the result does not look as you designed it. wtf..,0,0,0,1,0,0,1,2
5954,11,UCPjNBjflYl0-HQtUvOx0Ibw,Tech,9OnN4O4uapI,20,5,0,2026-02-14 07:28:30+00:00,"""Don't ship AI slop, ship good looking AI slop"" 🥀🥀",0,0,0,1,0,0,1,3
23821,22,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,9mvvuJ-gAYQ,1,1,0,2023-02-04 11:19:13+00:00,😇👍,0,0,0,0,0,0,0,1
26785,23,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,9mvvuJ-gAYQ,1,1,0,2023-02-04 11:19:13+00:00,😇👍,0,0,0,0,0,0,0,2
26786,23,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,9mvvuJ-gAYQ,2,1,0,2023-02-04 12:30:17+00:00,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👍👍👍👍👍,0,0,0,0,0,0,0,3
9867,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,9oyn1T-xmik,1,3055,41,2026-02-22 19:37:20+00:00,"Please dont stop talking about james charles, its baffling how he's still so popular especially after Ethan Rhett came out with his story",0,0,0,0,0,0,0,1
5675,11,UCSxPE9PHHxQUEt6ajGmQyMA,Tech,9pIMaCbPc0Q,1,2,1,2026-02-03 16:53:12+00:00,"Like Colleen's take on the AI LinkedIn tools, I got fed up with all the project management tools and so I've built my own. I've been frustrated with all the tools because eventually, they became a big dumping ground of tasks that becomes overwhelming. What I wanted was something that was simple, not overwhelming to look at and use, and something that really surfaced the tasks based on my energy throughout the day.",0,0,0,1,0,0,1,1
24623,22,UCmjoNYXuFHaSOBiX1w2cohA,Beauty,9r5AV4P90oA,1,112,14,2026-02-18 17:54:39+00:00,Bahen fir bhi tum pe to bekar hi lag raha hai 😅😂😂,0,0,0,0,0,0,0,1
28673,23,UCCyCcRlr_NRDP-JFAhBxq1g,Beauty,9tLc1QFmCf0,1,791,9,2024-11-25 22:00:57+00:00,Ayy Lu me asustaste :) que linda song ya la quiero escuchar,0,0,0,0,0,0,0,1
28674,23,UCCyCcRlr_NRDP-JFAhBxq1g,Beauty,9tLc1QFmCf0,2,642,4,2024-11-26 05:04:24+00:00,Mi ama : Mija que comiste? Yo:Una publicidad 🗿,0,0,0,0,0,0,0,2
24212,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,9wCnXsCumM4,3,0,0,2025-11-30 11:34:03+00:00,Link plz,0,0,0,0,0,0,0,1
27177,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,9wCnXsCumM4,3,0,0,2025-11-30 11:34:03+00:00,Link plz,0,0,0,0,0,0,0,2
31671,24,UCPn7F1Bv9TCor3DYru8Marw,Beauty,A3-gBuU-MCY,1,2,0,2025-12-29 21:14:22+00:00,😂😂😂😂,0,0,0,0,0,0,0,1
24311,22,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,ADWOky2YKVs,5,1,0,2025-10-24 05:35:46+00:00,Can't see anything in the caption,0,0,0,0,0,0,0,1
27276,23,UClcYchlRF3XUbkxL0u1GCvQ,Beauty,ADWOky2YKVs,5,1,0,2025-10-24 05:35:46+00:00,Can't see anything in the caption,0,0,0,0,0,0,0,2
31704,24,UCPn7F1Bv9TCor3DYru8Marw,Beauty,AHA7QEtCr0k,1,5,1,2025-10-19 17:16:07+00:00,😭,0,0,0,0,0,0,0,1
12670,17,UCfzlCWGWYyIQ0aLC5w48gBQ,Tech,Ah0-l0HZwLA,1,47,3,2025-09-30 21:22:36+00:00,"Now you can see why my comment a few weeks back about you interacting with this robot with those swords in your back was not so much of a joke. You are an early adopter of extremely capable, on-the-air receiving commands/updates, made-in-china tech being put in production as soon as possible due to internal competition there. A lot can go wrong. Be extremely cautious, Harrison. We cannot afford to lose you!",0,0,0,0,0,0,0,1
15272,18,UCfzlCWGWYyIQ0aLC5w48gBQ,Tech,Ah0-l0HZwLA,1,47,3,2025-09-30 21:22:36+00:00,"Now you can see why my comment a few weeks back about you interacting with this robot with those swords in your back was not so much of a joke. You are an early adopter of extremely capable, on-the-air receiving commands/updates, made-in-china tech being put in production as soon as possible due to internal competition there. A lot can go wrong. Be extremely cautious, Harrison. We cannot afford to lose you!",0,0,0,0,0,0,0,2
15273,18,UCfzlCWGWYyIQ0aLC5w48gBQ,Tech,Ah0-l0HZwLA,2,19,0,2025-09-30 21:31:59+00:00,"you need to mod the g1 to have a physical on off switch for wireless it should be "" easy"" to do ,, do not rely on software switches on any device",0,0,0,0,0,0,0,3
15274,18,UCfzlCWGWYyIQ0aLC5w48gBQ,Tech,Ah0-l0HZwLA,3,13,1,2025-10-01 03:06:53+00:00,"Unlike a phone or PC the robot could actually physically harm you. Having closed off firmware is unacceptable, it must be open source, if you can't audit or patch the robot, you don't own it. I really hope to see K-Scale labs grow, Unitree is not a safe platform to build on.",0,0,0,0,0,0,0,4
5345,11,UCfQNB91qRP_5ILeu_S_bSkg,Tech,Aj6hoC9JaLI,1,41,6,2026-02-20 00:54:44+00:00,"im a 58 yr old, self employed construction worker. I`ve decided to leard AI and robotics. my mac mini is coming this week. watching your stuff this past week. still trying to figure out costs. i like the info your putting out..... cut back on the energy drinks..... lol",0,0,0,0,0,0,0,1
6570,11,UCwSozl89jl2zUDzQ4jGJD3g,Tech,ApmOKrPAFCo,1,5,1,2026-02-27 02:07:55+00:00,Why would anyone use a closed source browser for privacy? with AI to boot?,0,0,0,0,0,0,0,1
23680,22,UCGM7A0ps5KuZ7hZidTv26Pg,Tech,AqMM12zfdTM,1,0,0,2026-02-06 02:56:11+00:00,"Bro, please tell me your AI voice over tool.",0,0,0,1,0,0,1,1
4875,11,UCwAnu01qlnVg1Ai2AbtTMaA,Tech,B23W1gRT9eY,1,59,11,2026-01-06 14:57:22+00:00,As someone who has began building multiple context documents for my work to feed in AI i notice quickly how difficult it is to switch between different app from different companies. I.e. I use craft docs for most of my document writing and journaling but spend most of my ai usage on gemini 3 pro. This means I need to keep my google docs updated with whatever I do on craft so that my gemini is up to date with my latest context. It would have been so much easier for me to just use google docs 100%. Its stressful as is but I hate editing docs on google docs on my iphone. Its nothing short of horrendous.,0,0,0,0,0,0,0,1
10007,11,UC2GUcyD6KYjmU_ofQtPTSSA,Beauty,B35qBvXlvr8,1,387,14,2026-02-15 20:46:06+00:00,"I’m so fed up with lip oils, lip glosses and blushes! Give us something else! How many blushes and lip oils does one need?! It’s so so boring!",0,0,0,0,0,0,0,1
12493,17,UCbfYPyITQ-7l4upoX8nvctg,Tech,B6GJjvR6txg,1,156,6,2026-02-19 10:40:41+00:00,Now I want a firefighter simulator with this physic,0,0,0,0,0,0,0,1
23707,22,UCGM7A0ps5KuZ7hZidTv26Pg,Tech,B6JWM5BXQMc,1,0,0,2026-01-18 16:19:26+00:00,Copyright ©️ laws. Factor in your time and things are not so profitable for the crafter ❤ personal use is okay for crafting. Selling logos etc doable but illegal ❤ been there done that ❤ All I see here is very nice looking 👀. See the Truth. Truth will set you free ❤,0,0,0,0,0,0,0,1
26673,23,UCGM7A0ps5KuZ7hZidTv26Pg,Tech,B6JWM5BXQMc,1,0,0,2026-01-18 16:19:26+00:00,Copyright ©️ laws. Factor in your time and things are not so profitable for the crafter ❤ personal use is okay for crafting. Selling logos etc doable but illegal ❤ been there done that ❤ All I see here is very nice looking 👀. See the Truth. Truth will set you free ❤,0,0,0,0,0,0,0,2
33388,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,B9DfoR9zupw,1,10,0,2025-08-02 20:17:11+00:00,"This woman was highly intelligent considering her upbringing and she had the most beautiful handwriting ive ever seen. If only she was given a chance, she could have made a brilliant legal security, or something like that, instead of becoming a serial killer",0,0,0,0,0,0,0,1
23805,22,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,BDmN3nu4pYY,1,2,0,2024-02-10 09:17:48+00:00,💯,0,0,0,0,0,0,0,1
26770,23,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,BDmN3nu4pYY,1,2,0,2024-02-10 09:17:48+00:00,💯,0,0,0,0,0,0,0,2
23807,22,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,BDmN3nu4pYY,3,0,3,2024-11-16 08:45:24+00:00,Do we use recursion in test automation or is it important?like backtracking graphs etc?,0,0,0,0,0,0,0,3
26771,23,UCpKCrXm3mDHRlS1eTL2UmxA,Tech,BDmN3nu4pYY,2,0,3,2024-11-16 08:45:24+00:00,Do we use recursion in test automation or is it important?like backtracking graphs etc?,0,0,0,0,0,0,0,4
19505,20,UCwAnu01qlnVg1Ai2AbtTMaA,Tech,BF2k_fKuCVM,1,298,3,2025-08-26 12:22:23+00:00,"The way AI agents decide and act on goals without step-by-step control is a little unsettling tbh, but I keep tabs on what answers are out there with AI Carma just in case.",0,0,0,1,0,0,1,1
3204,11,UCYO_jab_esuFRV4b17AJtAw,Tech,BHdbsHFs2P0,4,4465,22,2026-02-01 06:30:44+00:00,how was this not sponsored by Manscaped?,0,0,0,0,0,0,0,1
33090,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,BMp7pgeJ2_4,1,6,2,2025-08-20 21:32:39+00:00,"I watched Columbo all the time! Loved it👍👏 ahh another good memory, thanks again Sarge 😊",0,0,0,0,0,0,0,1
33091,24,UCWu65T8zcgURKqmcIbzqY5w,Lifestyle,BMp7pgeJ2_4,2,3,0,2025-08-25 03:59:57+00:00,I used to watch with my Grandma & Mom!! Great show!! Memories ❤,0,0,0,0,0,0,0,2
